Device: USB-1408FS-Plus,,,,
Serial Number: 18FB9D0,,,,
Channel Count: 3,,,,
Sample Count: 31250,,,,
Start Time: 6/25/2018 1:33:59 PM,,,,
Sampling Interval: 0.0005,,,,
Time,Height (mm),SLS Voltag (V),Applied Vo (V),LS Resistance (ohms)
0.295,5.687,5.939,11.801,324.0007165
0.2955,5.388,5.937,11.804,323.6155787
0.296,5.388,5.937,11.804,323.6155787
0.2965,5.388,5.937,11.801,323.7811392
0.297,5.388,5.939,11.801,324.0007165
0.2975,5.687,5.937,11.804,323.6155787
0.298,5.687,5.937,11.801,323.7811392
0.2985,5.388,5.937,11.804,323.6155787
0.299,5.687,5.937,11.804,323.6155787
0.2995,5.986,5.937,11.804,323.6155787
0.3,5.388,5.937,11.801,323.7811392
0.3005,5.388,5.937,11.801,323.7811392
0.301,5.687,5.937,11.801,323.7811392
0.3015,5.986,5.937,11.801,323.7811392
0.302,5.687,5.937,11.801,323.7811392
0.3025,5.388,5.937,11.801,323.7811392
0.303,5.388,5.937,11.801,323.7811392
0.3035,5.687,5.937,11.804,323.6155787
0.304,5.687,5.937,11.801,323.7811392
0.3045,5.388,5.937,11.804,323.6155787
0.305,5.687,5.937,11.804,323.6155787
0.3055,5.986,5.937,11.801,323.7811392
0.306,5.687,5.937,11.801,323.7811392
0.3065,5.388,5.937,11.804,323.6155787
0.307,5.687,5.934,11.804,323.2867462
0.3075,5.986,5.937,11.804,323.6155787
0.308,5.986,5.937,11.801,323.7811392
0.3085,5.687,5.937,11.801,323.7811392
0.309,5.687,5.937,11.801,323.7811392
0.3095,5.986,5.939,11.804,323.8349872
0.31,5.986,5.937,11.804,323.6155787
0.3105,5.986,5.937,11.801,323.7811392
0.311,5.687,5.939,11.804,323.8349872
0.3115,5.986,5.939,11.804,323.8349872
0.312,5.986,5.937,11.801,323.7811392
0.3125,5.986,5.937,11.801,323.7811392
0.313,5.687,5.939,11.801,324.0007165
0.3135,5.687,5.937,11.804,323.6155787
0.314,5.986,5.939,11.801,324.0007165
0.3145,5.986,5.937,11.801,323.7811392
0.315,5.687,5.937,11.801,323.7811392
0.3155,5.986,5.937,11.801,323.7811392
0.316,5.986,5.939,11.801,324.0007165
0.3165,5.986,5.937,11.801,323.7811392
0.317,5.986,5.937,11.801,323.7811392
0.3175,5.986,5.937,11.804,323.6155787
0.318,6.285,5.937,11.804,323.6155787
0.3185,5.986,5.937,11.804,323.6155787
0.319,5.986,5.937,11.801,323.7811392
0.3195,5.986,5.937,11.801,323.7811392
0.32,6.285,5.937,11.804,323.6155787
0.3205,5.986,5.939,11.801,324.0007165
0.321,5.986,5.937,11.804,323.6155787
0.3215,5.986,5.937,11.801,323.7811392
0.322,6.285,5.942,11.804,324.1643808
0.3225,5.986,5.937,11.801,323.7811392
0.323,6.285,5.937,11.801,323.7811392
0.3235,6.285,5.937,11.801,323.7811392
0.324,5.986,5.939,11.801,324.0007165
0.3245,5.986,5.937,11.801,323.7811392
0.325,6.285,5.939,11.804,323.8349872
0.3255,5.986,5.937,11.801,323.7811392
0.326,6.285,5.939,11.804,323.8349872
0.3265,6.285,5.937,11.804,323.6155787
0.327,6.285,5.937,11.804,323.6155787
0.3275,5.986,5.937,11.804,323.6155787
0.328,5.986,5.937,11.801,323.7811392
0.3285,6.884,5.937,11.801,323.7811392
0.329,6.585,5.937,11.804,323.6155787
0.3295,5.986,5.937,11.804,323.6155787
0.33,6.285,5.937,11.804,323.6155787
0.3305,6.585,5.937,11.804,323.6155787
0.331,6.285,5.937,11.801,323.7811392
0.3315,5.986,5.937,11.804,323.6155787
0.332,5.986,5.937,11.801,323.7811392
0.3325,6.884,5.939,11.801,324.0007165
0.333,6.585,5.937,11.804,323.6155787
0.3335,6.285,5.937,11.804,323.6155787
0.334,6.585,5.937,11.804,323.6155787
0.3345,6.884,5.939,11.801,324.0007165
0.335,6.884,5.937,11.804,323.6155787
0.3355,6.585,5.939,11.801,324.0007165
0.336,6.884,5.937,11.804,323.6155787
0.3365,6.585,5.937,11.801,323.7811392
0.337,6.884,5.937,11.804,323.6155787
0.3375,6.884,5.939,11.804,323.8349872
0.338,6.884,5.937,11.801,323.7811392
0.3385,6.884,5.939,11.801,324.0007165
0.339,6.884,5.937,11.806,323.505299
0.3395,6.884,5.937,11.804,323.6155787
0.34,6.585,5.937,11.801,323.7811392
0.3405,6.884,5.937,11.801,323.7811392
0.341,6.884,5.937,11.804,323.6155787
0.3415,6.884,5.937,11.804,323.6155787
0.342,6.585,5.937,11.804,323.6155787
0.3425,6.884,5.937,11.806,323.505299
0.343,7.183,5.939,11.804,323.8349872
0.3435,6.884,5.939,11.804,323.8349872
0.344,6.585,5.937,11.804,323.6155787
0.3445,6.884,5.937,11.801,323.7811392
0.345,7.183,5.937,11.801,323.7811392
0.3455,7.183,5.937,11.804,323.6155787
0.346,6.884,5.937,11.804,323.6155787
0.3465,6.884,5.937,11.804,323.6155787
0.347,6.585,5.937,11.801,323.7811392
0.3475,6.884,5.937,11.804,323.6155787
0.348,6.884,5.937,11.801,323.7811392
0.3485,6.884,5.937,11.804,323.6155787
0.349,6.884,5.937,11.804,323.6155787
0.3495,7.183,5.937,11.804,323.6155787
0.35,6.884,5.937,11.804,323.6155787
0.3505,6.884,5.937,11.804,323.6155787
0.351,6.884,5.937,11.804,323.6155787
0.3515,7.183,5.937,11.804,323.6155787
0.352,7.183,5.937,11.801,323.7811392
0.3525,6.884,5.937,11.801,323.7811392
0.353,6.884,5.937,11.801,323.7811392
0.3535,7.183,5.939,11.801,324.0007165
0.354,7.483,5.937,11.801,323.7811392
0.3545,6.884,5.934,11.801,323.4520539
0.355,7.183,5.937,11.801,323.7811392
0.3555,7.183,5.937,11.801,323.7811392
0.356,7.483,5.937,11.804,323.6155787
0.3565,6.884,5.937,11.801,323.7811392
0.357,7.183,5.937,11.804,323.6155787
0.3575,7.183,5.937,11.804,323.6155787
0.358,7.183,5.937,11.801,323.7811392
0.3585,7.483,5.937,11.801,323.7811392
0.359,7.183,5.937,11.801,323.7811392
0.3595,7.183,5.937,11.804,323.6155787
0.36,7.483,5.937,11.801,323.7811392
0.3605,7.183,5.937,11.804,323.6155787
0.361,7.183,5.937,11.801,323.7811392
0.3615,7.483,5.937,11.804,323.6155787
0.362,7.483,5.937,11.801,323.7811392
0.3625,7.483,5.937,11.801,323.7811392
0.363,7.183,5.937,11.804,323.6155787
0.3635,7.782,5.937,11.804,323.6155787
0.364,8.081,5.937,11.804,323.6155787
0.3645,7.782,5.937,11.804,323.6155787
0.365,7.183,5.937,11.804,323.6155787
0.3655,7.483,5.937,11.804,323.6155787
0.366,8.081,5.939,11.801,324.0007165
0.3665,7.782,5.939,11.801,324.0007165
0.367,7.183,5.937,11.801,323.7811392
0.3675,7.782,5.937,11.801,323.7811392
0.368,8.081,5.937,11.801,323.7811392
0.3685,7.782,5.937,11.801,323.7811392
0.369,7.483,5.934,11.801,323.4520539
0.3695,8.38,5.937,11.804,323.6155787
0.37,8.081,5.937,11.801,323.7811392
0.3705,8.081,5.939,11.804,323.8349872
0.371,8.081,5.937,11.804,323.6155787
0.3715,7.782,5.937,11.801,323.7811392
0.372,7.782,5.937,11.804,323.6155787
0.3725,8.081,5.937,11.801,323.7811392
0.373,7.782,5.937,11.801,323.7811392
0.3735,7.782,5.937,11.801,323.7811392
0.374,8.081,5.937,11.804,323.6155787
0.3745,8.081,5.937,11.804,323.6155787
0.375,8.081,5.937,11.804,323.6155787
0.3755,7.782,5.939,11.801,324.0007165
0.376,8.081,5.937,11.804,323.6155787
0.3765,8.081,5.939,11.804,323.8349872
0.377,8.081,5.934,11.804,323.2867462
0.3775,7.782,5.937,11.801,323.7811392
0.378,8.081,5.937,11.804,323.6155787
0.3785,8.979,5.937,11.804,323.6155787
0.379,8.081,5.937,11.804,323.6155787
0.3795,7.782,5.937,11.804,323.6155787
0.38,8.081,5.937,11.801,323.7811392
0.3805,8.38,5.939,11.801,324.0007165
0.381,8.081,5.937,11.801,323.7811392
0.3815,8.081,5.937,11.804,323.6155787
0.382,8.38,5.937,11.804,323.6155787
0.3825,8.38,5.937,11.804,323.6155787
0.383,8.081,5.937,11.804,323.6155787
0.3835,8.081,5.937,11.804,323.6155787
0.384,8.081,5.937,11.804,323.6155787
0.3845,8.081,5.937,11.801,323.7811392
0.385,8.38,5.937,11.804,323.6155787
0.3855,8.38,5.937,11.801,323.7811392
0.386,8.38,5.937,11.804,323.6155787
0.3865,8.38,5.937,11.799,323.891607
0.387,8.979,5.937,11.804,323.6155787
0.3875,8.38,5.937,11.801,323.7811392
0.388,8.081,5.937,11.804,323.6155787
0.3885,8.38,5.937,11.801,323.7811392
0.389,9.278,5.934,11.801,323.4520539
0.3895,8.38,5.937,11.804,323.6155787
0.39,8.38,5.937,11.806,323.505299
0.3905,8.38,5.937,11.801,323.7811392
0.391,9.278,5.937,11.804,323.6155787
0.3915,8.979,5.937,11.801,323.7811392
0.392,8.38,5.937,11.804,323.6155787
0.3925,8.38,5.937,11.801,323.7811392
0.393,9.278,5.937,11.801,323.7811392
0.3935,8.979,5.937,11.801,323.7811392
0.394,8.081,5.937,11.804,323.6155787
0.3945,8.38,5.937,11.801,323.7811392
0.395,8.979,5.939,11.801,324.0007165
0.3955,8.979,5.937,11.801,323.7811392
0.396,8.38,5.937,11.801,323.7811392
0.3965,8.979,5.939,11.804,323.8349872
0.397,8.979,5.937,11.804,323.6155787
0.3975,9.278,5.937,11.801,323.7811392
0.398,8.38,5.937,11.801,323.7811392
0.3985,8.38,5.937,11.804,323.6155787
0.399,8.979,5.934,11.801,323.4520539
0.3995,9.278,5.937,11.801,323.7811392
0.4,8.979,5.937,11.804,323.6155787
0.4005,8.979,5.937,11.804,323.6155787
0.401,8.979,5.937,11.804,323.6155787
0.4015,9.877,5.934,11.804,323.2867462
0.402,8.979,5.937,11.804,323.6155787
0.4025,8.979,5.939,11.801,324.0007165
0.403,9.278,5.939,11.804,323.8349872
0.4035,9.578,5.937,11.804,323.6155787
0.404,9.278,5.939,11.801,324.0007165
0.4045,8.979,5.937,11.801,323.7811392
0.405,9.278,5.937,11.804,323.6155787
0.4055,9.877,5.937,11.804,323.6155787
0.406,9.278,5.937,11.804,323.6155787
0.4065,8.979,5.937,11.801,323.7811392
0.407,8.979,5.937,11.804,323.6155787
0.4075,9.278,5.937,11.801,323.7811392
0.408,9.578,5.939,11.804,323.8349872
0.4085,9.278,5.937,11.804,323.6155787
0.409,9.578,5.937,11.804,323.6155787
0.4095,9.578,5.937,11.801,323.7811392
0.41,9.578,5.937,11.804,323.6155787
0.4105,9.278,5.939,11.804,323.8349872
0.411,9.578,5.937,11.804,323.6155787
0.4115,9.278,5.937,11.804,323.6155787
0.412,9.877,5.937,11.801,323.7811392
0.4125,9.578,5.937,11.801,323.7811392
0.413,8.979,5.937,11.804,323.6155787
0.4135,9.578,5.937,11.801,323.7811392
0.414,9.877,5.937,11.804,323.6155787
0.4145,9.877,5.937,11.801,323.7811392
0.415,9.578,5.937,11.801,323.7811392
0.4155,9.278,5.937,11.804,323.6155787
0.416,9.877,5.937,11.801,323.7811392
0.4165,9.578,5.939,11.804,323.8349872
0.417,9.278,5.937,11.804,323.6155787
0.4175,9.877,5.937,11.801,323.7811392
0.418,10.176,5.937,11.804,323.6155787
0.4185,9.877,5.939,11.801,324.0007165
0.419,9.578,5.937,11.804,323.6155787
0.4195,10.176,5.937,11.801,323.7811392
0.42,9.877,5.939,11.801,324.0007165
0.4205,9.877,5.937,11.801,323.7811392
0.421,9.877,5.937,11.801,323.7811392
0.4215,9.578,5.937,11.801,323.7811392
0.422,9.877,5.937,11.804,323.6155787
0.4225,9.877,5.937,11.804,323.6155787
0.423,10.176,5.937,11.801,323.7811392
0.4235,9.877,5.937,11.804,323.6155787
0.424,9.877,5.939,11.801,324.0007165
0.4245,10.176,5.937,11.801,323.7811392
0.425,9.877,5.937,11.804,323.6155787
0.4255,9.877,5.937,11.801,323.7811392
0.426,9.877,5.937,11.804,323.6155787
0.4265,10.475,5.937,11.801,323.7811392
0.427,10.176,5.937,11.801,323.7811392
0.4275,9.877,5.937,11.804,323.6155787
0.428,9.877,5.939,11.801,324.0007165
0.4285,10.775,5.937,11.801,323.7811392
0.429,10.475,5.937,11.801,323.7811392
0.4295,9.877,5.937,11.804,323.6155787
0.43,10.475,5.939,11.801,324.0007165
0.4305,10.475,5.937,11.801,323.7811392
0.431,10.176,5.937,11.801,323.7811392
0.4315,9.877,5.937,11.801,323.7811392
0.432,10.475,5.937,11.804,323.6155787
0.4325,10.475,5.939,11.804,323.8349872
0.433,10.475,5.939,11.801,324.0007165
0.4335,10.475,5.934,11.804,323.2867462
0.434,10.475,5.937,11.801,323.7811392
0.4345,10.176,5.939,11.801,324.0007165
0.435,10.475,5.937,11.804,323.6155787
0.4355,10.176,5.939,11.801,324.0007165
0.436,10.475,5.934,11.801,323.4520539
0.4365,10.475,5.937,11.804,323.6155787
0.437,10.775,5.939,11.801,324.0007165
0.4375,10.475,5.937,11.804,323.6155787
0.438,10.475,5.939,11.801,324.0007165
0.4385,10.475,5.937,11.801,323.7811392
0.439,11.074,5.937,11.804,323.6155787
0.4395,10.775,5.937,11.801,323.7811392
0.44,10.475,5.937,11.804,323.6155787
0.4405,10.475,5.937,11.801,323.7811392
0.441,11.074,5.937,11.804,323.6155787
0.4415,10.775,5.937,11.801,323.7811392
0.442,10.475,5.939,11.801,324.0007165
0.4425,10.775,5.937,11.801,323.7811392
0.443,11.074,5.937,11.801,323.7811392
0.4435,10.775,5.937,11.804,323.6155787
0.444,10.775,5.937,11.801,323.7811392
0.4445,10.775,5.937,11.804,323.6155787
0.445,11.074,5.937,11.804,323.6155787
0.4455,10.775,5.937,11.801,323.7811392
0.446,10.775,5.937,11.801,323.7811392
0.4465,10.775,5.937,11.804,323.6155787
0.447,10.775,5.939,11.801,324.0007165
0.4475,11.074,5.937,11.801,323.7811392
0.448,10.775,5.937,11.801,323.7811392
0.4485,11.074,5.937,11.804,323.6155787
0.449,10.775,5.937,11.804,323.6155787
0.4495,11.074,5.937,11.804,323.6155787
0.45,11.074,5.937,11.801,323.7811392
0.4505,10.775,5.937,11.804,323.6155787
0.451,11.074,5.937,11.804,323.6155787
0.4515,11.373,5.937,11.804,323.6155787
0.452,11.074,5.937,11.801,323.7811392
0.4525,11.074,5.937,11.801,323.7811392
0.453,11.373,5.937,11.804,323.6155787
0.4535,11.074,5.937,11.801,323.7811392
0.454,11.074,5.937,11.804,323.6155787
0.4545,10.775,5.937,11.804,323.6155787
0.455,11.074,5.937,11.801,323.7811392
0.4555,11.373,5.937,11.804,323.6155787
0.456,11.074,5.939,11.804,323.8349872
0.4565,11.074,5.937,11.801,323.7811392
0.457,11.373,5.937,11.801,323.7811392
0.4575,11.373,5.937,11.801,323.7811392
0.458,11.373,5.937,11.801,323.7811392
0.4585,11.074,5.937,11.801,323.7811392
0.459,11.373,5.937,11.801,323.7811392
0.4595,11.373,5.937,11.801,323.7811392
0.46,11.373,5.937,11.801,323.7811392
0.4605,11.373,5.937,11.804,323.6155787
0.461,11.373,5.937,11.801,323.7811392
0.4615,11.373,5.937,11.804,323.6155787
0.462,11.373,5.937,11.804,323.6155787
0.4625,11.373,5.937,11.801,323.7811392
0.463,11.074,5.937,11.801,323.7811392
0.4635,11.373,5.937,11.801,323.7811392
0.464,11.972,5.937,11.804,323.6155787
0.4645,11.373,5.937,11.804,323.6155787
0.465,11.074,5.937,11.801,323.7811392
0.4655,11.373,5.937,11.804,323.6155787
0.466,11.972,5.937,11.804,323.6155787
0.4665,11.673,5.937,11.801,323.7811392
0.467,11.373,5.937,11.801,323.7811392
0.4675,11.373,5.934,11.804,323.2867462
0.468,11.972,5.939,11.804,323.8349872
0.4685,11.972,5.937,11.804,323.6155787
0.469,11.373,5.937,11.801,323.7811392
0.4695,11.673,5.937,11.804,323.6155787
0.47,11.972,5.937,11.804,323.6155787
0.4705,11.972,5.937,11.804,323.6155787
0.471,11.673,5.937,11.804,323.6155787
0.4715,11.673,5.937,11.801,323.7811392
0.472,11.972,5.937,11.804,323.6155787
0.4725,11.972,5.937,11.804,323.6155787
0.473,11.972,5.937,11.801,323.7811392
0.4735,11.673,5.937,11.801,323.7811392
0.474,11.972,5.937,11.804,323.6155787
0.4745,12.271,5.937,11.804,323.6155787
0.475,11.972,5.937,11.804,323.6155787
0.4755,11.673,5.937,11.801,323.7811392
0.476,11.972,5.937,11.804,323.6155787
0.4765,11.972,5.939,11.804,323.8349872
0.477,11.972,5.937,11.801,323.7811392
0.4775,11.972,5.937,11.804,323.6155787
0.478,11.972,5.937,11.801,323.7811392
0.4785,11.972,5.939,11.801,324.0007165
0.479,11.972,5.937,11.801,323.7811392
0.4795,11.972,5.937,11.801,323.7811392
0.48,11.972,5.937,11.801,323.7811392
0.4805,12.57,5.937,11.801,323.7811392
0.481,11.972,5.937,11.804,323.6155787
0.4815,11.673,5.937,11.801,323.7811392
0.482,11.972,5.937,11.804,323.6155787
0.4825,12.271,5.937,11.804,323.6155787
0.483,11.972,5.937,11.804,323.6155787
0.4835,11.972,5.937,11.801,323.7811392
0.484,11.972,5.939,11.801,324.0007165
0.4845,12.271,5.937,11.801,323.7811392
0.485,12.271,5.939,11.804,323.8349872
0.4855,11.972,5.937,11.801,323.7811392
0.486,11.972,5.939,11.801,324.0007165
0.4865,12.271,5.937,11.801,323.7811392
0.487,12.57,5.937,11.801,323.7811392
0.4875,12.271,5.937,11.801,323.7811392
0.488,12.271,5.937,11.804,323.6155787
0.4885,12.271,5.939,11.801,324.0007165
0.489,12.57,5.937,11.801,323.7811392
0.4895,12.271,5.937,11.801,323.7811392
0.49,12.271,5.937,11.804,323.6155787
0.4905,12.271,5.937,11.804,323.6155787
0.491,12.57,5.939,11.804,323.8349872
0.4915,12.271,5.937,11.804,323.6155787
0.492,12.271,5.939,11.804,323.8349872
0.4925,12.271,5.937,11.804,323.6155787
0.493,13.169,5.937,11.804,323.6155787
0.4935,12.57,5.937,11.804,323.6155787
0.494,12.57,5.937,11.801,323.7811392
0.4945,12.57,5.937,11.804,323.6155787
0.495,12.87,5.937,11.801,323.7811392
0.4955,12.57,5.937,11.801,323.7811392
0.496,12.87,5.937,11.804,323.6155787
0.4965,12.57,5.937,11.804,323.6155787
0.497,12.87,5.939,11.804,323.8349872
0.4975,12.87,5.937,11.801,323.7811392
0.498,12.57,5.937,11.804,323.6155787
0.4985,12.87,5.937,11.801,323.7811392
0.499,12.87,5.937,11.801,323.7811392
0.4995,13.169,5.937,11.804,323.6155787
0.5,12.87,5.937,11.801,323.7811392
0.5005,12.271,5.937,11.801,323.7811392
0.501,12.87,5.937,11.801,323.7811392
0.5015,13.169,5.937,11.801,323.7811392
0.502,12.87,5.939,11.804,323.8349872
0.5025,12.271,5.937,11.804,323.6155787
0.503,12.57,5.937,11.801,323.7811392
0.5035,13.169,5.939,11.804,323.8349872
0.504,13.169,5.937,11.804,323.6155787
0.5045,12.87,5.937,11.801,323.7811392
0.505,12.87,5.937,11.804,323.6155787
0.5055,13.169,5.937,11.801,323.7811392
0.506,13.169,5.937,11.801,323.7811392
0.5065,12.87,5.934,11.804,323.2867462
0.507,13.169,5.937,11.804,323.6155787
0.5075,13.169,5.937,11.804,323.6155787
0.508,13.169,5.937,11.804,323.6155787
0.5085,13.169,5.937,11.804,323.6155787
0.509,12.87,5.937,11.801,323.7811392
0.5095,13.169,5.939,11.801,324.0007165
0.51,12.87,5.937,11.801,323.7811392
0.5105,13.169,5.937,11.801,323.7811392
0.511,13.169,5.934,11.801,323.4520539
0.5115,13.169,5.937,11.801,323.7811392
0.512,13.468,5.939,11.801,324.0007165
0.5125,13.169,5.934,11.804,323.2867462
0.513,13.169,5.937,11.804,323.6155787
0.5135,13.169,5.937,11.804,323.6155787
0.514,13.169,5.937,11.804,323.6155787
0.5145,13.169,5.937,11.804,323.6155787
0.515,12.87,5.937,11.804,323.6155787
0.5155,13.169,5.937,11.804,323.6155787
0.516,13.468,5.937,11.801,323.7811392
0.5165,13.468,5.937,11.804,323.6155787
0.517,12.87,5.937,11.801,323.7811392
0.5175,13.169,5.937,11.801,323.7811392
0.518,13.468,5.939,11.801,324.0007165
0.5185,13.169,5.937,11.804,323.6155787
0.519,13.169,5.937,11.804,323.6155787
0.5195,13.468,5.934,11.804,323.2867462
0.52,13.468,5.937,11.801,323.7811392
0.5205,13.468,5.937,11.801,323.7811392
0.521,13.169,5.937,11.804,323.6155787
0.5215,13.468,5.937,11.801,323.7811392
0.522,13.468,5.937,11.801,323.7811392
0.5225,13.468,5.937,11.804,323.6155787
0.523,13.468,5.937,11.801,323.7811392
0.5235,13.169,5.934,11.804,323.2867462
0.524,13.468,5.937,11.804,323.6155787
0.5245,13.768,5.937,11.801,323.7811392
0.525,13.468,5.937,11.804,323.6155787
0.5255,13.169,5.937,11.801,323.7811392
0.526,13.468,5.939,11.804,323.8349872
0.5265,13.768,5.937,11.801,323.7811392
0.527,13.468,5.937,11.804,323.6155787
0.5275,13.468,5.934,11.801,323.4520539
0.528,13.468,5.937,11.804,323.6155787
0.5285,13.768,5.939,11.804,323.8349872
0.529,13.468,5.939,11.801,324.0007165
0.5295,13.468,5.937,11.801,323.7811392
0.53,13.468,5.937,11.801,323.7811392
0.5305,13.768,5.937,11.801,323.7811392
0.531,13.468,5.937,11.804,323.6155787
0.5315,13.468,5.937,11.804,323.6155787
0.532,13.768,5.937,11.801,323.7811392
0.5325,13.768,5.937,11.804,323.6155787
0.533,14.067,5.939,11.801,324.0007165
0.5335,13.768,5.937,11.801,323.7811392
0.534,13.768,5.937,11.804,323.6155787
0.5345,13.768,5.939,11.801,324.0007165
0.535,14.366,5.937,11.801,323.7811392
0.5355,13.768,5.937,11.801,323.7811392
0.536,13.768,5.937,11.804,323.6155787
0.5365,13.768,5.937,11.804,323.6155787
0.537,14.067,5.934,11.801,323.4520539
0.5375,14.366,5.937,11.801,323.7811392
0.538,13.768,5.939,11.801,324.0007165
0.5385,13.768,5.937,11.804,323.6155787
0.539,14.366,5.937,11.804,323.6155787
0.5395,13.768,5.937,11.801,323.7811392
0.54,13.768,5.937,11.801,323.7811392
0.5405,14.067,5.934,11.804,323.2867462
0.541,14.366,5.937,11.804,323.6155787
0.5415,13.768,5.937,11.801,323.7811392
0.542,13.768,5.937,11.804,323.6155787
0.5425,14.366,5.937,11.804,323.6155787
0.543,14.665,5.937,11.804,323.6155787
0.5435,14.665,5.939,11.801,324.0007165
0.544,14.067,5.937,11.801,323.7811392
0.5445,14.067,5.937,11.801,323.7811392
0.545,14.366,5.937,11.804,323.6155787
0.5455,14.366,5.937,11.801,323.7811392
0.546,14.366,5.937,11.801,323.7811392
0.5465,14.366,5.937,11.801,323.7811392
0.547,14.366,5.937,11.801,323.7811392
0.5475,14.366,5.937,11.801,323.7811392
0.548,14.366,5.937,11.804,323.6155787
0.5485,14.366,5.937,11.804,323.6155787
0.549,14.366,5.937,11.801,323.7811392
0.5495,14.665,5.937,11.804,323.6155787
0.55,14.366,5.937,11.804,323.6155787
0.5505,14.366,5.937,11.801,323.7811392
0.551,14.665,5.937,11.804,323.6155787
0.5515,14.665,5.937,11.804,323.6155787
0.552,14.665,5.937,11.801,323.7811392
0.5525,14.366,5.937,11.801,323.7811392
0.553,14.366,5.937,11.801,323.7811392
0.5535,14.965,5.937,11.806,323.505299
0.554,14.665,5.939,11.804,323.8349872
0.5545,14.366,5.937,11.801,323.7811392
0.555,14.665,5.937,11.804,323.6155787
0.5555,14.965,5.937,11.804,323.6155787
0.556,14.665,5.937,11.804,323.6155787
0.5565,14.665,5.937,11.804,323.6155787
0.557,14.665,5.937,11.804,323.6155787
0.5575,14.665,5.939,11.801,324.0007165
0.558,14.665,5.937,11.804,323.6155787
0.5585,14.665,5.937,11.801,323.7811392
0.559,14.665,5.939,11.804,323.8349872
0.5595,14.965,5.937,11.801,323.7811392
0.56,14.665,5.937,11.804,323.6155787
0.5605,14.965,5.937,11.804,323.6155787
0.561,14.665,5.937,11.801,323.7811392
0.5615,14.965,5.937,11.801,323.7811392
0.562,14.665,5.937,11.801,323.7811392
0.5625,14.665,5.937,11.801,323.7811392
0.563,14.665,5.939,11.804,323.8349872
0.5635,14.665,5.937,11.801,323.7811392
0.564,15.264,5.937,11.801,323.7811392
0.5645,15.264,5.937,11.801,323.7811392
0.565,14.665,5.937,11.801,323.7811392
0.5655,14.965,5.937,11.804,323.6155787
0.566,15.264,5.937,11.801,323.7811392
0.5665,14.965,5.937,11.804,323.6155787
0.567,14.665,5.937,11.801,323.7811392
0.5675,14.965,5.937,11.804,323.6155787
0.568,15.563,5.937,11.801,323.7811392
0.5685,14.965,5.937,11.801,323.7811392
0.569,14.965,5.937,11.801,323.7811392
0.5695,14.965,5.934,11.804,323.2867462
0.57,15.264,5.939,11.801,324.0007165
0.5705,15.264,5.937,11.804,323.6155787
0.571,15.264,5.937,11.801,323.7811392
0.5715,15.264,5.937,11.804,323.6155787
0.572,15.563,5.937,11.804,323.6155787
0.5725,15.563,5.937,11.801,323.7811392
0.573,15.563,5.937,11.801,323.7811392
0.5735,14.965,5.937,11.801,323.7811392
0.574,15.264,5.937,11.801,323.7811392
0.5745,15.563,5.937,11.804,323.6155787
0.575,15.563,5.937,11.801,323.7811392
0.5755,15.264,5.937,11.804,323.6155787
0.576,15.264,5.937,11.804,323.6155787
0.5765,15.563,5.937,11.801,323.7811392
0.577,15.563,5.939,11.801,324.0007165
0.5775,14.965,5.937,11.804,323.6155787
0.578,15.264,5.937,11.801,323.7811392
0.5785,15.563,5.939,11.804,323.8349872
0.579,15.563,5.937,11.801,323.7811392
0.5795,15.264,5.934,11.804,323.2867462
0.58,15.563,5.937,11.804,323.6155787
0.5805,15.563,5.937,11.804,323.6155787
0.581,15.563,5.937,11.804,323.6155787
0.5815,15.563,5.937,11.801,323.7811392
0.582,15.563,5.939,11.804,323.8349872
0.5825,15.563,5.937,11.801,323.7811392
0.583,15.563,5.937,11.806,323.505299
0.5835,15.563,5.937,11.801,323.7811392
0.584,15.563,5.937,11.804,323.6155787
0.5845,15.563,5.937,11.801,323.7811392
0.585,15.863,5.937,11.804,323.6155787
0.5855,15.563,5.937,11.804,323.6155787
0.586,15.563,5.937,11.801,323.7811392
0.5865,15.563,5.937,11.804,323.6155787
0.587,15.563,5.937,11.804,323.6155787
0.5875,15.563,5.937,11.804,323.6155787
0.588,15.563,5.937,11.804,323.6155787
0.5885,15.563,5.937,11.801,323.7811392
0.589,15.863,5.937,11.804,323.6155787
0.5895,15.863,5.937,11.804,323.6155787
0.59,15.563,5.937,11.804,323.6155787
0.5905,15.563,5.937,11.801,323.7811392
0.591,15.863,5.937,11.801,323.7811392
0.5915,15.863,5.937,11.804,323.6155787
0.592,15.563,5.937,11.804,323.6155787
0.5925,15.863,5.937,11.804,323.6155787
0.593,16.162,5.937,11.801,323.7811392
0.5935,15.863,5.937,11.804,323.6155787
0.594,15.563,5.937,11.801,323.7811392
0.5945,15.863,5.937,11.801,323.7811392
0.595,15.863,5.937,11.801,323.7811392
0.5955,16.162,5.937,11.801,323.7811392
0.596,15.863,5.937,11.804,323.6155787
0.5965,15.863,5.937,11.804,323.6155787
0.597,15.863,5.939,11.801,324.0007165
0.5975,16.162,5.937,11.804,323.6155787
0.598,16.162,5.937,11.804,323.6155787
0.5985,15.863,5.937,11.804,323.6155787
0.599,16.162,5.937,11.804,323.6155787
0.5995,16.461,5.939,11.801,324.0007165
0.6,16.162,5.937,11.801,323.7811392
0.6005,15.863,5.939,11.804,323.8349872
0.601,16.162,5.937,11.804,323.6155787
0.6015,16.162,5.937,11.801,323.7811392
0.602,16.162,5.937,11.801,323.7811392
